,json,title_rough,check,title,imdb_id,big_json,seasons,cancelled,runtime,genres,parental_rating,imdb_rating,release_date,plot,year,type,votes,metascore,keywords,first_year,is_new
412,"{u'imdbID': u'tt1353056', u'Title': u'RuPaul's Drag Race', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxNjg3NzUyNF5BMl5BanBnXkFtZTgwODI2NzI3MzE@._V1_SX300.jpg', u'Year': u'2009–'}",February 2 - RuPaul's Drag Race,1,RuPaul's Drag Race,tt1353056,"{u'totalSeasons': u'8', u'Plot': u'Join RuPaul, the most famous drag queen in the world, as the host, mentor and inspiration on RuPaul's Drag Race, the ultimate in drag queen competitions. Playing a dual role, RuPaul reigns supreme in all judging and eliminations, while RuPaul, the man, helps guide the contestants as they prepare for each challenge. Contestants include the nation's most outrageous, cutting-edge, talented and stunningly gorgeous drag queens all fighting for the title (and tiara) as top drag queen of the land. Working with our contestants are top models, designers and American idols all rolled up into one. Each week, through the trials and tribulations of glam, glitter and show-stopping performances, one drag queen is eliminated until reaching the next superstar drag queen of America.', u'Rated': u'TV-14', u'Response': u'True', u'Language': u'English', u'Title': u'RuPaul's Drag Race', u'Country': u'USA', u'Writer': u'N/A', u'Metascore': u'N/A', u'imdbRating': u'8.1', u'Director': u'N/A', u'Released': u'02 Feb 2009', u'Actors': u'RuPaul, Michelle Visage, Santino Rice', u'Year': u'2009–', u'Genre': u'Game-Show, Reality-TV', u'Awards': u'Won 1 Primetime Emmy. Another 4 wins & 15 nominations.', u'Runtime': u'45 min', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxNjg3NzUyNF5BMl5BanBnXkFtZTgwODI2NzI3MzE@._V1_SX300.jpg', u'imdbVotes': u'5,207', u'imdbID': u'tt1353056'}",8,0,45 min,"Game-Show, Reality-TV",TV-14,8.1,02 Feb 2009,"Join RuPaul, the most famous drag queen in the world, as the host, mentor and inspiration on RuPaul's Drag Race, the ultimate in drag queen competitions. Playing a dual role, RuPaul reigns supreme in all judging and eliminations, while RuPaul, the man, helps guide the contestants as they prepare for each challenge. Contestants include the nation's most outrageous, cutting-edge, talented and stunningly gorgeous drag queens all fighting for the title (and tiara) as top drag queen of the land. Working with our contestants are top models, designers and American idols all rolled up into one. Each week, through the trials and tribulations of glam, glitter and show-stopping performances, one drag queen is eliminated until reaching the next superstar drag queen of America.",2009–,series,"5,207",,"[drag queen, competition, acting, dancing, sewing, gay, homosexual, female impersonator, fake breasts, celebrity guest, celebrity judge, runway walk, cash prize, cosmetics, men's cosmetics, lip synching, wig, makeup, cross dressing]",2009,0
413,"{u'imdbID': u'tt1395384', u'Title': u'Billy the Exterminator', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BNzQ5MTU3Mjk3OF5BMl5BanBnXkFtZTcwOTkxNzQ5Mw@@._V1_SX300.jpg', u'Year': u'2009–'}",February 4 - Billy the Exterminator,1,Billy the Exterminator,tt1395384,"{u'totalSeasons': u'6', u'Plot': u'Do you have a huge snake? A raccoon family living in your attic? Or are you so backwater redneck that your attracted to your sister then call billy to help you out.', u'Rated': u'N/A', u'Response': u'True', u'Language': u'English', u'Title': u'Billy the Exterminator', u'Country': u'USA', u'Writer': u'Sheldon Lazarus', u'Metascore': u'N/A', u'imdbRating': u'6.1', u'Director': u'N/A', u'Released': u'04 Feb 2009', u'Actors': u'Billy Bretherton, Donnie Bretherton, Rick Bretherton, Mary Bretherton', u'Year': u'2009–', u'Genre': u'Reality-TV', u'Awards': u'N/A', u'Runtime': u'30 min', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BNzQ5MTU3Mjk3OF5BMl5BanBnXkFtZTcwOTkxNzQ5Mw@@._V1_SX300.jpg', u'imdbVotes': u'747', u'imdbID': u'tt1395384'}",6,0,30 min,Reality-TV,,6.1,04 Feb 2009,Do you have a huge snake? A raccoon family living in your attic? Or are you so backwater redneck that your attracted to your sister then call billy to help you out.,2009–,series,747,,"[louisiana, non fiction]",2009,0
414,"{u'imdbID': u'tt1373434', u'Title': u'Jockeys', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMjAxNjY1OTY0OF5BMl5BanBnXkFtZTgwNDQ0MzcwMzE@._V1_SX300.jpg', u'Year': u'2009–'}",February 6 - Jockeys,1,Jockeys,tt1373434,"{u'totalSeasons': u'2', u'Plot': u'N/A', u'Rated': u'N/A', u'Response': u'True', u'Language': u'English', u'Title': u'Jockeys', u'Country': u'USA', u'Writer': u'N/A', u'Metascore': u'N/A', u'imdbRating': u'8.0', u'Director': u'N/A', u'Released': u'06 Feb 2009', u'Actors': u'Jon Court, Trevor Denman, Garrett Gomez, Aaron Gryder', u'Year': u'2009–', u'Genre': u'Reality-TV', u'Awards': u'N/A', u'Runtime': u'30 min', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMjAxNjY1OTY0OF5BMl5BanBnXkFtZTgwNDQ0MzcwMzE@._V1_SX300.jpg', u'imdbVotes': u'63', u'imdbID': u'tt1373434'}",2,0,30 min,Reality-TV,,8.0,06 Feb 2009,,2009–,series,63,,"[jockey, horse racing]",2009,0
415,"{u'imdbID': u'tt1371773', u'Title': u'The CollegeHumor Show', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BNzAxNjk0ODAxOV5BMl5BanBnXkFtZTgwNDk1MzcwMzE@._V1_SX300.jpg', u'Year': u'2009–'}",February 8 - The CollegeHumor Show,1,The CollegeHumor Show,tt1371773,"{u'totalSeasons': u'1', u'Plot': u'N/A', u'Rated': u'N/A', u'Response': u'True', u'Language': u'English', u'Title': u'The CollegeHumor Show', u'Country': u'USA', u'Writer': u'Sam Grossman, Sam Reich, Scott Tomlinson, Ricky Van Veen', u'Metascore': u'N/A', u'imdbRating': u'8.2', u'Director': u'N/A', u'Released': u'08 Feb 2009', u'Actors': u'Pat Cassels, Dan Gurewitch, Jake Hurwitz, Sam Reich', u'Year': u'2009–', u'Genre': u'Comedy', u'Awards': u'N/A', u'Runtime': u'30 min', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BNzAxNjk0ODAxOV5BMl5BanBnXkFtZTgwNDk1MzcwMzE@._V1_SX300.jpg', u'imdbVotes': u'348', u'imdbID': u'tt1371773'}",1,1,30 min,Comedy,,8.2,08 Feb 2009,,2009–,series,348,,"[comedy writer, writer, workplace, comedian, showbiz, producer, joke, irreverence, entertainment, boss, behind the scenes, actor playing himself, comedy troupe, mtv]",2009,0
416,"{u'imdbID': u'tt1359172', u'Title': u'The Girls of Hedsor Hall', u'Type': u'series', u'Poster': u'N/A', u'Year': u'2009–'}",February 8 - The Girls of Hedsor Hall,1,The Girls of Hedsor Hall,tt1359172,"{u'totalSeasons': u'1', u'Plot': u'N/A', u'Rated': u'N/A', u'Response': u'True', u'Language': u'English', u'Title': u'The Girls of Hedsor Hall', u'Country': u'USA', u'Writer': u'N/A', u'Metascore': u'N/A', u'imdbRating': u'6.6', u'Director': u'N/A', u'Released': u'09 Feb 2009', u'Actors': u'Brianna Frost, Tara Conner, Gill Harbord, Rosemary Shrager', u'Year': u'2009–', u'Genre': u'Reality-TV', u'Awards': u'N/A', u'Runtime': u'N/A', u'Type': u'series', u'Poster': u'N/A', u'imdbVotes': u'31', u'imdbID': u'tt1359172'}",1,1,,Reality-TV,,6.6,09 Feb 2009,,2009–,series,31,,"[lifestyle, non fiction]",2009,0
417,"{u'imdbID': u'tt1414349', u'Title': u'Nitro Circus', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTgzMjE2NDQ4OF5BMl5BanBnXkFtZTgwNjA3MzcwMzE@._V1_SX300.jpg', u'Year': u'2009–'}",February 8 - Nitro Circus,1,Nitro Circus,tt1414349,"{u'totalSeasons': u'2', u'Plot': u'This TV series is about one group of outrageous friends performing mind blowing stunts. Much like Jackass, you will think: ""Why would they do that?"". Except in Jackass, everything is meant to result in failure and to be hurt. But in Nitro Circus, you have to succeed, otherwise, death could occur. Follow the hilarious group of friends perform extreme stunts for your entertainment, while putting their life at risk at every step of the way.', u'Rated': u'TV-14', u'Response': u'True', u'Language': u'English', u'Title': u'Nitro Circus', u'Country': u'USA', u'Writer': u'N/A', u'Metascore': u'N/A', u'imdbRating': u'7.8', u'Director': u'N/A', u'Released': u'08 Feb 2009', u'Actors': u'Travis Pastrana, Andy Bell, Jolene Van Vugt, Jim DeChamp', u'Year': u'2009–', u'Genre': u'Action, Comedy, Reality-TV', u'Awards': u'N/A', u'Runtime': u'N/A', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTgzMjE2NDQ4OF5BMl5BanBnXkFtZTgwNjA3MzcwMzE@._V1_SX300.jpg', u'imdbVotes': u'1,862', u'imdbID': u'tt1414349'}",2,0,,"Action, Comedy, Reality-TV",TV-14,7.8,08 Feb 2009,"This TV series is about one group of outrageous friends performing mind blowing stunts. Much like Jackass, you will think: ""Why would they do that?"". Except in Jackass, everything is meant to result in failure and to be hurt. But in Nitro Circus, you have to succeed, otherwise, death could occur. Follow the hilarious group of friends perform extreme stunts for your entertainment, while putting their life at risk at every step of the way.",2009–,series,"1,862",,[motor],2009,0
418,"{u'imdbID': u'tt1344970', u'Title': u'Rob Dyrdek's Fantasy Factory', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4MzkzMDk1Ml5BMl5BanBnXkFtZTcwNzgzMDY2Mw@@._V1_SX300.jpg', u'Year': u'2009–'}",February 8 - Rob Dyrdek's Fantasy Factory,1,Rob Dyrdek's Fantasy Factory,tt1344970,"{u'totalSeasons': u'7', u'Plot': u'A crew of people come up with new things to do every week. One day, they may work on a business franchise. Another day, they might go and make someone ride a bull, or shoot burritos at people.', u'Rated': u'TV-PG', u'Response': u'True', u'Language': u'English', u'Title': u'Rob Dyrdek's Fantasy Factory', u'Country': u'USA', u'Writer': u'Shane Nickerson, Rob Dyrdek, Ruben Fleischer, Jeff Tremaine', u'Metascore': u'N/A', u'imdbRating': u'7.9', u'Director': u'N/A', u'Released': u'08 Jan 2009', u'Actors': u'Rob Dyrdek, Ralph Saenz, Chris Pfaff, Chanel West Coast', u'Year': u'2009–', u'Genre': u'Comedy, Reality-TV', u'Awards': u'4 nominations.', u'Runtime': u'N/A', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4MzkzMDk1Ml5BMl5BanBnXkFtZTcwNzgzMDY2Mw@@._V1_SX300.jpg', u'imdbVotes': u'2,125', u'imdbID': u'tt1344970'}",7,0,,"Comedy, Reality-TV",TV-PG,7.9,08 Jan 2009,"A crew of people come up with new things to do every week. One day, they may work on a business franchise. Another day, they might go and make someone ride a bull, or shoot burritos at people.",2009–,series,"2,125",,"[two word title, skateboarding, mtv]",2009,0
419,"{u'imdbID': u'tt1252374', u'Title': u'Sonny with a Chance', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5MjI5ODUzM15BMl5BanBnXkFtZTcwNjc0NzI3Mg@@._V1_SX300.jpg', u'Year': u'2009–2011'}",February 8 - Sonny With a Chance,1,Sonny With a Chance,tt1252374,"{u'totalSeasons': u'2', u'Plot': u'Sonny, a talented Midwestern girl, has won a nationwide talent search to move to Los Angeles and star in a popular television series. Sonny's home and work life is documented along with her adjustment to life in the spotlight.', u'Rated': u'TV-G', u'Response': u'True', u'Language': u'English', u'Title': u'Sonny with a Chance', u'Country': u'USA', u'Writer': u'Steve Marmel', u'Metascore': u'N/A', u'imdbRating': u'6.1', u'Director': u'N/A', u'Released': u'08 Feb 2009', u'Actors': u'Demi Lovato, Tiffany Thornton, Sterling Knight, Brandon Mychal Smith', u'Year': u'2009–2011', u'Genre': u'Comedy, Family, Romance', u'Awards': u'2 wins & 6 nominations.', u'Runtime': u'23 min', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5MjI5ODUzM15BMl5BanBnXkFtZTcwNjc0NzI3Mg@@._V1_SX300.jpg', u'imdbVotes': u'7,816', u'imdbID': u'tt1252374'}",2,0,23 min,"Comedy, Family, Romance",TV-G,6.1,08 Feb 2009,"Sonny, a talented Midwestern girl, has won a nationwide talent search to move to Los Angeles and star in a popular television series. Sonny's home and work life is documented along with her adjustment to life in the spotlight.",2009–2011,series,"7,816",,"[teenager, female protagonist, rival, cafeteria, teenage girl, comedian, 2010s, 2000s, sitcom, new life, los angeles california, celebrity, actress, show within a show, character name in title]",2009,0
420,"{u'imdbID': u'tt1591535', u'Title': u'How the Earth Was Made', u'Type': u'series', u'Poster': u'N/A', u'Year': u'2009–'}",February 10 - How the Earth Was Made,1,How the Earth Was Made,tt1591535,"{u'totalSeasons': u'2', u'Plot': u'The natural wonders of the world are being explained.', u'Rated': u'N/A', u'Response': u'True', u'Language': u'English', u'Title': u'How the Earth Was Made', u'Country': u'UK, USA', u'Writer': u'N/A', u'Metascore': u'N/A', u'imdbRating': u'8.0', u'Director': u'N/A', u'Released': u'10 Feb 2009', u'Actors': u'Corey Johnson, Jonathan Keeble', u'Year': u'2009–', u'Genre': u'Documentary, History', u'Awards': u'N/A', u'Runtime': u'45 min', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNDU5OTI4MzAyNV5BMl5BanBnXkFtZTcwNDc4MzgxMw@@._V1_SX300.jpg', u'imdbVotes': u'513', u'imdbID': u'tt1591535'}",2,0,45 min,"Documentary, History",,8.0,10 Feb 2009,The natural wonders of the world are being explained.,2009–,series,513,,"[rock, geology, research, scientist]",2009,0
421,"{u'imdbID': u'tt1374681', u'Title': u'T.I.'s Road to Redemption', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMjA3ODUzOTQwNF5BMl5BanBnXkFtZTgwMDM0MzcwMzE@._V1_SX300.jpg', u'Year': u'2009–'}",February 10 - T.I.'s Road to Redemption,1,T.I.'s Road to Redemption,tt1374681,"{u'totalSeasons': u'1', u'Plot': u'N/A', u'Rated': u'N/A', u'Response': u'True', u'Language': u'English', u'Title': u'T.I.'s Road to Redemption', u'Country': u'USA', u'Writer': u'N/A', u'Metascore': u'N/A', u'imdbRating': u'6.6', u'Director': u'N/A', u'Released': u'10 Feb 2009', u'Actors': u'T.I., Derek Watkins', u'Year': u'2009–', u'Genre': u'Reality-TV', u'Awards': u'N/A', u'Runtime': u'N/A', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMjA3ODUzOTQwNF5BMl5BanBnXkFtZTgwMDM0MzcwMzE@._V1_SX300.jpg', u'imdbVotes': u'56', u'imdbID': u'tt1374681'}",1,1,,Reality-TV,,6.6,10 Feb 2009,,2009–,series,56,,[non fiction],2009,0
422,"{u'imdbID': u'tt1327845', u'Title': u'Animal Armageddon', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BODkxMDkwOTE0N15BMl5BanBnXkFtZTcwMDE5NTA4Mg@@._V1_SX300.jpg', u'Year': u'2009–'}",February 12 - Animal Armageddon,1,Animal Armageddon,tt1327845,"{u'totalSeasons': u'1', u'Plot': u'Against a backdrop of global catastrophe, Animal Armageddon brings to life an unprecedented vision of ancient Earth. From the very beginning, the course of evolution has been dramatically altered by catastrophe. Numerous mass extinction events have devastated the Animal Kingdom. Each time disaster has struck, nature has shown remarkable resiliency. Animals have rebounded with with amazing biological innovation and vast increases in diversity. Humans have always had a stake in this. From tiny flatworms to the first amphibians, our own DNA had to survive for us to evolve into what we are now: the first species that can trigger its own extinction.', u'Rated': u'N/A', u'Response': u'True', u'Language': u'English', u'Title': u'Animal Armageddon', u'Country': u'USA', u'Writer': u'N/A', u'Metascore': u'N/A', u'imdbRating': u'7.7', u'Director': u'N/A', u'Released': u'12 Feb 2009', u'Actors': u'Peter Ward, Michael Carroll, Craig Chesner', u'Year': u'2009–', u'Genre': u'Documentary, Animation, History', u'Awards': u'N/A', u'Runtime': u'N/A', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BODkxMDkwOTE0N15BMl5BanBnXkFtZTcwMDE5NTA4Mg@@._V1_SX300.jpg', u'imdbVotes': u'146', u'imdbID': u'tt1327845'}",1,1,,"Documentary, Animation, History",,7.7,12 Feb 2009,"Against a backdrop of global catastrophe, Animal Armageddon brings to life an unprecedented vision of ancient Earth. From the very beginning, the course of evolution has been dramatically altered by catastrophe. Numerous mass extinction events have devastated the Animal Kingdom. Each time disaster has struck, nature has shown remarkable resiliency. Animals have rebounded with with amazing biological innovation and vast increases in diversity. Humans have always had a stake in this. From tiny flatworms to the first amphibians, our own DNA had to survive for us to evolve into what we are now: the first species that can trigger its own extinction.",2009–,series,146,,"[extinction, mass extinction, evolution, extinction event, animal killed, giant mammal, cataclysmic event, cataclysm, asteroid collision, dinosaur, speculation, paleontology, historical recreation, apocalypse, life on earth, history of life on earth, extinct species, giant mammals, megafauna, apocalyptic, end of the world, environmental disaster, super volcano, cretaceous, pleistocene, quaternary, triassic, permian, devonian, ordovician, dinosaurs]",2009,0
423,"{u'imdbID': u'tt1114708', u'Title': u'Aaron Stone', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxMTg4NDI4OF5BMl5BanBnXkFtZTcwMTk4MTQzMg@@._V1_SX300.jpg', u'Year': u'2009–2010'}",February 13 - Aaron Stone,1,Aaron Stone,tt1114708,"{u'totalSeasons': u'2', u'Plot': u'Sixteen-year old Charlie Landers is a legend in the online video game world. Via his avatar, Aaron Stone, Charlie is the best player in the world at the video game, Hero Rising. His life is forever changed when an eccentric billionaire recruits him to become the real life Aaron Stone, fighting real crimes with real enemies.', u'Rated': u'TV-Y7', u'Response': u'True', u'Language': u'English', u'Title': u'Aaron Stone', u'Country': u'Canada', u'Writer': u'Bruce Kalish', u'Metascore': u'N/A', u'imdbRating': u'7.0', u'Director': u'N/A', u'Released': u'01 Feb 2009', u'Actors': u'Tania Gunadi, Kelly Blatz, David Lambert, J.P. Manoux', u'Year': u'2009–2010', u'Genre': u'Action, Adventure, Family', u'Awards': u'N/A', u'Runtime': u'N/A', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxMTg4NDI4OF5BMl5BanBnXkFtZTcwMTk4MTQzMg@@._V1_SX300.jpg', u'imdbVotes': u'638', u'imdbID': u'tt1114708'}",2,0,,"Action, Adventure, Family",TV-Y7,7.0,01 Feb 2009,"Sixteen-year old Charlie Landers is a legend in the online video game world. Via his avatar, Aaron Stone, Charlie is the best player in the world at the video game, Hero Rising. His life is forever changed when an eccentric billionaire recruits him to become the real life Aaron Stone, fighting real crimes with real enemies.",2009–2010,series,638,,"[good versus evil, alter ego, android, robot, villain, computer, teenage boy, secret life, double life, online game, 2010s, 2000s, superhero, teenager, character name in title]",2009,0
424,"{u'imdbID': u'tt1135300', u'Title': u'Dollhouse', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BNDY1ODU5MDQ0M15BMl5BanBnXkFtZTcwMTM2MTA4Mg@@._V1_SX300.jpg', u'Year': u'2009–2010'}",February 13 - Dollhouse,1,Dollhouse,tt1135300,"{u'totalSeasons': u'2', u'Plot': u'The show follows an organization that employs mind-wiped humans known as Dolls who are implanted with false memories and skills for various missions and tasks. When they are not 'at work' they are living in a real life Dollhouse which gives the show the name. One of those mind-wiped humans, a young woman named Echo, is slowly starting to become aware of herself and what's going on - all the while somebody on the outside is trying to bring the Dollhouse down while getting closer to Echo - possibly not aware that she is one of the Dolls he is after.', u'Rated': u'TV-14', u'Response': u'True', u'Language': u'English', u'Title': u'Dollhouse', u'Country': u'USA', u'Writer': u'Joss Whedon', u'Metascore': u'N/A', u'imdbRating': u'7.8', u'Director': u'N/A', u'Released': u'13 Feb 2009', u'Actors': u'Eliza Dushku, Harry Lennix, Fran Kranz, Tahmoh Penikett', u'Year': u'2009–2010', u'Genre': u'Drama, Mystery, Sci-Fi', u'Awards': u'4 nominations.', u'Runtime': u'44 min', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BNDY1ODU5MDQ0M15BMl5BanBnXkFtZTcwMTM2MTA4Mg@@._V1_SX300.jpg', u'imdbVotes': u'40,166', u'imdbID': u'tt1135300'}",2,0,44 min,"Drama, Mystery, Sci-Fi",TV-14,7.8,13 Feb 2009,"The show follows an organization that employs mind-wiped humans known as Dolls who are implanted with false memories and skills for various missions and tasks. When they are not 'at work' they are living in a real life Dollhouse which gives the show the name. One of those mind-wiped humans, a young woman named Echo, is slowly starting to become aware of herself and what's going on - all the while somebody on the outside is trying to bring the Dollhouse down while getting closer to Echo - possibly not aware that she is one of the Dolls he is after.",2009–2010,series,"40,166",,"[memory, split personality, manipulation, brainwashed assassin, amnesia, erased memory, implanted memory, sex slave, assassin, post hypnotic suggestion, trance, multiple personality, brainwashing, mind control, mk ultra, one word series title, one word title, true love, mortality, morality, misuse of technology, illegal organisation, identity, fbi, self awareness, moral ambiguity]",2009,0
